reference,querry,ani,alignment_coverage,primary_cluster
EHA05415_bin.100.fa.gz,EHA05415_bin.100.fa.gz,1.0,0.997946611909651,877
EHA05391_bin.169.fa.gz,EHA05391_bin.169.fa.gz,1.0,0.9887387387387387,1178
EHA05391_bin.16.fa.gz,EHA05391_bin.16.fa.gz,1.0,0.9825708061002179,93
nhnw_bin.125.fa.gz,EHA05391_bin.16.fa.gz,0.942247,0.6474258970358814,93
EHA05391_bin.16.fa.gz,nhnw_bin.125.fa.gz,0.943832,0.9172113289760349,93
nhnw_bin.125.fa.gz,nhnw_bin.125.fa.gz,1.0,0.9984399375975039,93
EHA05391_bin.170.fa.gz,EHA05391_bin.170.fa.gz,1.0,0.9962121212121212,1142
EHA05391_bin.171.fa.gz,EHA05391_bin.171.fa.gz,1.0,0.99,449
EHA05391_bin.172.fa.gz,EHA05391_bin.172.fa.gz,1.0,0.9637096774193549,460
EHA05391_bin.173.fa.gz,EHA05391_bin.173.fa.gz,1.0,0.9916434540389972,458
EHA05391_bin.174.fa.gz,EHA05391_bin.174.fa.gz,1.0,0.9842931937172775,685
EHA05391_bin.175.fa.gz,EHA05391_bin.175.fa.gz,1.0,0.99,663
nhnw_bin.286.fa.gz,EHA05391_bin.175.fa.gz,0.917791,0.5708812260536399,663
EHA05391_bin.175.fa.gz,nhnw_bin.286.fa.gz,0.9192520000000001,0.73,663
nhnw_bin.286.fa.gz,nhnw_bin.286.fa.gz,1.0,1.0,663
EHA05391_bin.176.fa.gz,EHA05391_bin.176.fa.gz,1.0,0.9751861042183623,881
EHA05391_bin.177.fa.gz,EHA05391_bin.177.fa.gz,1.0,0.9703872437357631,906
EHA05391_bin.179.fa.gz,EHA05391_bin.179.fa.gz,1.0,1.0,882
EHA05391_bin.17.fa.gz,EHA05391_bin.17.fa.gz,1.0,0.9981343283582089,703
EHA05391_bin.180.fa.gz,EHA05391_bin.180.fa.gz,1.0,1.0,529
EHA05391_bin.182.fa.gz,EHA05391_bin.182.fa.gz,1.0,0.9930555555555556,565
EHA05391_bin.183.fa.gz,EHA05391_bin.183.fa.gz,1.0,0.9863013698630136,583
EHA05391_bin.184.fa.gz,EHA05391_bin.184.fa.gz,1.0,0.9894459102902374,450
EHA05391_bin.185.fa.gz,EHA05391_bin.185.fa.gz,1.0,0.9783783783783784,415
EHA05391_bin.186.fa.gz,EHA05391_bin.186.fa.gz,1.0,0.9647058823529412,893
EHA05391_bin.187.fa.gz,EHA05391_bin.187.fa.gz,1.0,0.9962962962962963,951
EHA05415_bin.229.fa.gz,EHA05391_bin.187.fa.gz,0.927179,0.7782340862422998,951
EHA05391_bin.187.fa.gz,EHA05415_bin.229.fa.gz,0.927291,0.6907407407407408,951
EHA05415_bin.229.fa.gz,EHA05415_bin.229.fa.gz,1.0,0.9897330595482546,951
EHA05391_bin.189.fa.gz,EHA05391_bin.189.fa.gz,1.0,0.9869451697127938,939
EHA05391_bin.18.fa.gz,EHA05391_bin.18.fa.gz,1.0,0.9937421777221527,1229
EHA05391_bin.190.fa.gz,EHA05391_bin.190.fa.gz,1.0,0.9945205479452055,581
EHA05415_bin.191.fa.gz,EHA05391_bin.190.fa.gz,0.993249,0.8463476070528967,581
nhnw_bin.408.fa.gz,EHA05391_bin.190.fa.gz,0.9581440000000001,0.7862796833773087,581
EHA05391_bin.190.fa.gz,EHA05415_bin.191.fa.gz,0.9944240000000001,0.9260273972602739,581
EHA05415_bin.191.fa.gz,EHA05415_bin.191.fa.gz,1.0,0.9974811083123426,581
nhnw_bin.408.fa.gz,EHA05415_bin.191.fa.gz,0.958511,0.8469656992084432,581
EHA05391_bin.190.fa.gz,nhnw_bin.408.fa.gz,0.957849,0.8465753424657534,581
EHA05415_bin.191.fa.gz,nhnw_bin.408.fa.gz,0.9570299999999999,0.8236775818639799,581
nhnw_bin.408.fa.gz,nhnw_bin.408.fa.gz,1.0,0.9973614775725593,581
EHA05391_bin.192.fa.gz,EHA05391_bin.192.fa.gz,1.0,0.995774647887324,814
EHA05391_bin.193.fa.gz,EHA05391_bin.193.fa.gz,1.0,0.9764309764309764,953
EHA05391_bin.194.fa.gz,EHA05391_bin.194.fa.gz,1.0,0.9965457685664939,1236
nhnw_bin.302.fa.gz,EHA05391_bin.194.fa.gz,0.9230750000000001,0.6626016260162602,1236
EHA05391_bin.194.fa.gz,nhnw_bin.302.fa.gz,0.9224429999999999,0.8601036269430051,1236
nhnw_bin.302.fa.gz,nhnw_bin.302.fa.gz,1.0,0.997289972899729,1236
EHA05391_bin.195.fa.gz,EHA05391_bin.195.fa.gz,1.0,0.9936102236421726,1249
nhnw_bin.3.fa.gz,EHA05391_bin.195.fa.gz,0.964062,0.7480106100795756,1249
EHA05391_bin.195.fa.gz,nhnw_bin.3.fa.gz,0.9651090000000001,0.9249201277955271,1249
nhnw_bin.3.fa.gz,nhnw_bin.3.fa.gz,1.0,0.9946949602122016,1249
EHA05391_bin.196.fa.gz,EHA05391_bin.196.fa.gz,1.0,0.997737556561086,1215
EHA05391_bin.197.fa.gz,EHA05391_bin.197.fa.gz,1.0,0.9829931972789115,1082
EHA05391_bin.198.fa.gz,EHA05391_bin.198.fa.gz,1.0,0.9841986455981941,971
nhnw_bin.362.fa.gz,EHA05391_bin.198.fa.gz,0.967385,0.7309782608695652,971
EHA05391_bin.198.fa.gz,nhnw_bin.362.fa.gz,0.9640299999999999,0.6049661399548533,971
nhnw_bin.362.fa.gz,nhnw_bin.362.fa.gz,1.0,0.9782608695652174,971
EHA05391_bin.199.fa.gz,EHA05391_bin.199.fa.gz,1.0,0.9752321981424149,1046
nhnw_bin.306.fa.gz,EHA05391_bin.199.fa.gz,0.985248,0.5802752293577982,1046
EHA05391_bin.199.fa.gz,nhnw_bin.306.fa.gz,0.987285,0.7678018575851393,1046
nhnw_bin.306.fa.gz,nhnw_bin.306.fa.gz,1.0,0.9793577981651376,1046
EHA05391_bin.19.fa.gz,EHA05391_bin.19.fa.gz,1.0,0.9830097087378641,98
nhnw_bin.255.fa.gz,EHA05391_bin.19.fa.gz,0.95355,0.7392138063279002,98
EHA05391_bin.19.fa.gz,nhnw_bin.255.fa.gz,0.9559019999999999,0.9478155339805825,98
nhnw_bin.255.fa.gz,nhnw_bin.255.fa.gz,1.0,0.99712368168744,98
EHA05391_bin.1.fa.gz,EHA05391_bin.1.fa.gz,1.0,0.9944055944055944,1163
EHA05391_bin.200.fa.gz,EHA05391_bin.200.fa.gz,1.0,0.9794871794871794,842
EHA05415_bin.34.fa.gz,EHA05391_bin.200.fa.gz,0.9452240000000001,0.48125,842
EHA05391_bin.200.fa.gz,EHA05415_bin.34.fa.gz,0.9459000000000001,0.8102564102564103,842
EHA05415_bin.34.fa.gz,EHA05415_bin.34.fa.gz,0.999999,0.990625,842
EHA05391_bin.202.fa.gz,EHA05391_bin.202.fa.gz,1.0,0.9981308411214953,436
EHA05391_bin.204.fa.gz,EHA05391_bin.204.fa.gz,1.0,0.9972527472527473,202
EHA05391_bin.205.fa.gz,EHA05391_bin.205.fa.gz,1.0,0.9868913857677902,768
EHA05391_bin.206.fa.gz,EHA05391_bin.206.fa.gz,1.0,0.9918032786885246,964
EHA05415_bin.250.fa.gz,EHA05391_bin.206.fa.gz,0.9954500000000001,0.9137931034482759,964
EHA05391_bin.206.fa.gz,EHA05415_bin.250.fa.gz,0.995133,0.780327868852459,964
EHA05415_bin.250.fa.gz,EHA05415_bin.250.fa.gz,1.0,0.9942528735632183,964
EHA05391_bin.207.fa.gz,EHA05391_bin.207.fa.gz,1.0,0.9708222811671088,664
nhnw_bin.215.fa.gz,EHA05391_bin.207.fa.gz,0.953956,0.6391752577319587,664
EHA05391_bin.207.fa.gz,nhnw_bin.215.fa.gz,0.957539,0.8090185676392573,664
nhnw_bin.215.fa.gz,nhnw_bin.215.fa.gz,1.0,0.977319587628866,664
EHA05391_bin.208.fa.gz,EHA05391_bin.208.fa.gz,1.0,0.9770642201834863,816
nhnw_bin.594.fa.gz,EHA05391_bin.208.fa.gz,0.9208799999999999,0.2998204667863555,816
EHA05391_bin.208.fa.gz,nhnw_bin.594.fa.gz,0.93191,0.7477064220183486,816
nhnw_bin.594.fa.gz,nhnw_bin.594.fa.gz,1.0,0.992818671454219,816
EHA05391_bin.209.fa.gz,EHA05391_bin.209.fa.gz,1.0,0.9849624060150376,291
EHA05391_bin.20.fa.gz,EHA05391_bin.20.fa.gz,1.0,0.9800796812749004,736
EHA05391_bin.211.fa.gz,EHA05391_bin.211.fa.gz,1.0,0.9972527472527473,1150
EHA05391_bin.212.fa.gz,EHA05391_bin.212.fa.gz,1.0,0.982078853046595,1260
EHA05391_bin.213.fa.gz,EHA05391_bin.213.fa.gz,1.0,0.9786476868327402,1225
EHA05391_bin.214.fa.gz,EHA05391_bin.214.fa.gz,1.0,0.9901185770750988,1158
EHA05391_bin.215.fa.gz,EHA05391_bin.215.fa.gz,1.0,0.9826086956521739,612
EHA05391_bin.216.fa.gz,EHA05391_bin.216.fa.gz,1.0,0.9913793103448276,392
EHA05391_bin.217.fa.gz,EHA05391_bin.217.fa.gz,1.0,0.9977578475336323,413
EHA05391_bin.218.fa.gz,EHA05391_bin.218.fa.gz,1.0,0.9782608695652174,36
EHA05391_bin.219.fa.gz,EHA05391_bin.219.fa.gz,0.999999,1.0,321
nhnw_bin.169.fa.gz,EHA05391_bin.219.fa.gz,0.986919,0.7649253731343284,321
EHA05391_bin.219.fa.gz,nhnw_bin.169.fa.gz,0.98556,0.7398648648648649,321
nhnw_bin.169.fa.gz,nhnw_bin.169.fa.gz,1.0,0.9850746268656716,321
EHA05391_bin.21.fa.gz,EHA05391_bin.21.fa.gz,1.0,0.9879154078549849,260
EHA05391_bin.220.fa.gz,EHA05391_bin.220.fa.gz,1.0,0.9932126696832579,380
EHA05391_bin.221.fa.gz,EHA05391_bin.221.fa.gz,1.0,0.9940711462450593,378
EHA05391_bin.222.fa.gz,EHA05391_bin.222.fa.gz,1.0,0.9894179894179894,750
EHA05391_bin.223.fa.gz,EHA05391_bin.223.fa.gz,1.0,0.9821182943603851,987
EHA05415_bin.314.fa.gz,EHA05391_bin.223.fa.gz,0.9244100000000001,0.8161094224924013,987
nhnw_bin.509.fa.gz,EHA05391_bin.223.fa.gz,0.958523,0.8026315789473685,987
EHA05391_bin.223.fa.gz,EHA05415_bin.314.fa.gz,0.92468,0.7414030261348006,987
EHA05415_bin.314.fa.gz,EHA05415_bin.314.fa.gz,1.0,0.9924012158054711,987
nhnw_bin.509.fa.gz,EHA05415_bin.314.fa.gz,0.923238,0.7236842105263158,987
EHA05391_bin.223.fa.gz,nhnw_bin.509.fa.gz,0.9567230000000001,0.8459422283356258,987
EHA05415_bin.314.fa.gz,nhnw_bin.509.fa.gz,0.923007,0.837386018237082,987
nhnw_bin.509.fa.gz,nhnw_bin.509.fa.gz,1.0,0.9894736842105263,987
EHA05391_bin.224.fa.gz,EHA05391_bin.224.fa.gz,1.0,0.9853479853479854,1119
nhnw_bin.51.fa.gz,EHA05391_bin.224.fa.gz,0.9580329999999999,0.8333333333333334,1119
EHA05391_bin.224.fa.gz,nhnw_bin.51.fa.gz,0.953625,0.5439560439560439,1119
nhnw_bin.51.fa.gz,nhnw_bin.51.fa.gz,1.0,0.9833333333333333,1119
EHA05391_bin.226.fa.gz,EHA05391_bin.226.fa.gz,1.0,0.9823232323232324,763
EHA05415_bin.325.fa.gz,EHA05391_bin.226.fa.gz,0.891623,0.6387096774193548,763
EHA05391_bin.226.fa.gz,EHA05415_bin.325.fa.gz,0.892957,0.7777777777777778,763
EHA05415_bin.325.fa.gz,EHA05415_bin.325.fa.gz,1.0,0.9978494623655914,763
EHA05391_bin.227.fa.gz,EHA05391_bin.227.fa.gz,1.0,0.9899280575539569,479
EHA05391_bin.229.fa.gz,EHA05391_bin.229.fa.gz,1.0,0.979757085020243,404
EHA05391_bin.22.fa.gz,EHA05391_bin.22.fa.gz,1.0,0.9910112359550561,738
EHA05391_bin.230.fa.gz,EHA05391_bin.230.fa.gz,1.0,0.9925187032418953,89
EHA05391_bin.232.fa.gz,EHA05391_bin.232.fa.gz,1.0,0.9767981438515081,942
EHA05415_bin.194.fa.gz,EHA05391_bin.232.fa.gz,0.9363630000000001,0.699443413729128,942
nhnw_bin.83.fa.gz,EHA05391_bin.232.fa.gz,0.982951,0.6871287128712872,942
EHA05391_bin.232.fa.gz,EHA05415_bin.194.fa.gz,0.9387399999999999,0.9071925754060325,942
